question,long_answer,short_answers
where does the last name tavarez come from,N/A,['N/A']
is coca cola a public or private company,N/A,['N/A']
the abilene paradox the management of agreement summary,N/A,['N/A']
universal social services are provided to members of society based on their income or means,N/A,['N/A']
who wrote from now on from the greatest showman,N/A,['N/A']
who sang nice day for a white wedding,N/A,['N/A']
who is the authority or governing body of mca,N/A,['N/A']
what were the battles of the war of 1812,N/A,['N/A']
are there any female transformers in the movies,N/A,['N/A']
where does sound travel fastest solid liquid or gas,N/A,['N/A']
what does aa on a license plate mean,N/A,['N/A']
which of the following is a cluster b personality disorder in the dsm-5,N/A,['N/A']
what is the advantage of enclosing dna material in the nucleus,N/A,['N/A']
who founded each of the new england colonies,N/A,['N/A']
is there a train station at weston super mare,N/A,['N/A']
what factors contributed to allied success in africa and italy during the second world war,N/A,['N/A']
who plays the short cop on will and grace,N/A,['N/A']
3 candidates for the democratic nomination in 1960,N/A,['N/A']
walk on the wild side - lou reed,N/A,['N/A']
what is the difference between nagar palika and nagar nigam,N/A,['N/A']
when does first quarter end in middle school,N/A,['N/A']
what is the top speed of thrust ssc,N/A,['N/A']
list of towns in county armagh northern ireland,N/A,['N/A']
a place to call home season 2 episode 11,N/A,['N/A']
what are the titles of a board of directors,N/A,['N/A']
who was president when the panama canal was built,N/A,['N/A']
stephanie mills learned to respect the power of love lyrics,N/A,['N/A']
who is super bowl 2018 half time show,N/A,['N/A']
explain the protections under the genetic information nondiscrimination act and the limitations,N/A,['N/A']
where does prime rib come from on a cow,N/A,['N/A']
who was the first quarterback for the new orleans saints,N/A,['N/A']
does it snow in louisiana in the winter,N/A,['N/A']
who enforces the charter of rights and freedoms,N/A,['N/A']
who sings still havent found what im looking for,N/A,['N/A']
who plays joker in batman the dark knight,N/A,['N/A']
which part of the graafian (tertiary) follicle is ovulated,N/A,['N/A']
how okd was sean white in his first olympics,N/A,['N/A']
who is opening for j cole 2017 tour,N/A,['N/A']
who validated the civil rights movement by proclaiming we shall overcome,N/A,['N/A']
where was the eagles song hotel california written,N/A,['N/A']
why do we celebrate holi festival in hindi,N/A,['N/A']
who built a building for love in 18th century,N/A,['N/A']
who developed a set of postulates to prove that specific microorganisms cause disease,N/A,['N/A']
when was the term black ice first used,N/A,['N/A']
why is the venus de medici significant in the history of greek art,N/A,['N/A']
what is the common name for gravitational force,N/A,['N/A']
region of antarctica where march of the penguins filmed,N/A,['N/A']
what went wrong on the columbia space shuttle,N/A,['N/A']
the method of dialysis used with a portable system is,N/A,['N/A']
is there going to be another season of degrassi next class,N/A,['N/A']
when do new episodes of mindy project air,N/A,['N/A']
first who wants to be a millionaire winner uk,N/A,['N/A']
where's the pro bowl going to be this year,N/A,['N/A']
who sang raindrops keep fallin on my head,N/A,['N/A']
the sons of liberty who were they and what did they do,N/A,['N/A']
who supported war with great britain and who opposed it,N/A,['N/A']
when is if loving you is wrong coming back season 4,N/A,['N/A']
how many wars held between india and pakistan,N/A,['N/A']
who is credited with developing the geocentric view,N/A,['N/A']
the us postal service is an example of a government corporation,N/A,['N/A']
who was the voice of templeton in charlotte's web,N/A,['N/A']
penang is more to the north than kelantan,N/A,['N/A']
where is the nucleoplasm located in an animal cell,N/A,['N/A']
when did the jurassic park movies come out,N/A,['N/A']
what was a knight's job in medieval times,N/A,['N/A']
how did attack on titan season 1 end,N/A,['N/A']
which of these is a disadvantage of hydrogen fuel cells,N/A,['N/A']
yaro ka tashan cast real name with photo,N/A,['N/A']
in the dynastic cycle what is the right to rule called,N/A,['N/A']
when does jim puts andy's phone in the ceiling,N/A,['N/A']
who sings i don't want to be lonely,N/A,['N/A']
who founded the new york colony and why,N/A,['N/A']
who was the successful commanding general of the northern forces in the civil war,N/A,['N/A']
schumann piano quartet in e flat op 47,N/A,['N/A']
when did colorado become a right to work state,N/A,['N/A']
where is salamis in ancient greece on a map,N/A,['N/A']
which one of the following acts has become known as the federal fair housing act,N/A,['N/A']
how far can you see at different heights,N/A,['N/A']
how did mike and richie discover the origin of it,N/A,['N/A']
who sang the original song send in the clowns,N/A,['N/A']
where is bigg boss tamil house is located,N/A,['N/A']
what is the difference between an fbi agent and a detective,N/A,['N/A']
what is a live well in a boat,N/A,['N/A']
who was the movie citizen kane based on,N/A,['N/A']
where was the iceberg that the titanic hit,N/A,['N/A']
is it legal to possess high capacity magazines in california,N/A,['N/A']
kuch rang pyar ke aise bhi colors tv,N/A,['N/A']
who sang the theme song to step by step,N/A,['N/A']
how do you get the cost of goods sold,N/A,['N/A']
when is beyblade burst super z coming out,N/A,['N/A']
who played scotty baldwins father on general hospital,N/A,['N/A']
disney pixar characters that start with an i,N/A,['N/A']
how does a solid state fuel pump work,N/A,['N/A']
who won the academy award for the deer hunter,N/A,['N/A']
vine with heart shaped leaves and white flowers,N/A,['N/A']
where does the thames river begin and end,N/A,['N/A']
how many wing stops are there in the united states,N/A,['N/A']
complete the mechanism for the reaction of pent-2-one,N/A,['N/A']
where did they film suite life of zack and cody,N/A,['N/A']
who sang theme song for license to kill,N/A,['N/A']
what is the spelling of lakh in english,N/A,['N/A']
protein identification the origins of peptide mass fingerprinting,N/A,['N/A']
who won last year's grand national 2017,N/A,['N/A']
where did the first persian gulf war take place,N/A,['N/A']
who is responsible for establishing local licensing forum,N/A,['N/A']
garth brooks when you come back to me again official video frequency,N/A,['N/A']
when was the last time the patriots played the eagles,N/A,['N/A']
triangular trade with britain north middle and southern colonies,N/A,['N/A']
who is a marketing manager in a company,N/A,['N/A']
what was the name of the first continent,N/A,['N/A']
who wrote i don't want alot for christmas,N/A,['N/A']
who was the ruler of england in 1616,N/A,['N/A']
what episode does caroline get turned into a vampire,N/A,['N/A']
which of the following helmiths feeds on blood,N/A,['N/A']
when does the men's worlds curling start,N/A,['N/A']
who did cubs beat in 2016 world series,N/A,['N/A']
who owns the rights to rocky and bullwinkle,N/A,['N/A']
singapore offers universal government-funded health care to its citizens,N/A,['N/A']
when does brooklyn nine nine season 5 episode 12,N/A,['N/A']
who was the leader of the zulu in south africa who led the fight against the british,N/A,['N/A']
where does blonde hair green eyes come from,N/A,['N/A']
who recorded the song if you go away,N/A,['N/A']
coldplay song i will try to fix you,N/A,['N/A']
most assists in an nba all star game,N/A,['N/A']
who is the cast of the new tomb raider movie,N/A,['N/A']
where does the song 10 green bottles come from,N/A,['N/A']
i just don't know what to do with myself burt bacharach,N/A,['N/A']
symptoms of too much fluoride in the body,N/A,['N/A']
who sang put the lime in the coconut in practical magic,N/A,['N/A']
what was the first kind of vertebrate to exist on earth,N/A,['N/A']
who played the original wonder woman on tv,N/A,['N/A']
who is the main player in developing us foreign policy,N/A,['N/A']
who has made it to the final four,N/A,['N/A']
where was the louisiana purchase signed in 1803,N/A,['N/A']
what is the name of india 29 state,N/A,['N/A']
when did harvard become an ivy league school,N/A,['N/A']
which one of the following is not part of your automobile operating costs,N/A,['N/A']
when does the call of the wild take place,N/A,['N/A']
who were the first kings to issue coins bearing their names,N/A,['N/A']
when do new episodes of riverdale season 2 come out,N/A,['N/A']
where does the last name joy come from,N/A,['N/A']
who played the colorado kid in rio bravo,N/A,['N/A']
when did refrigerator perry play for the bears,N/A,['N/A']
what does mb stand for in file size,N/A,['N/A']
there are no monsters in the oval office,N/A,['N/A']
what is the main character's name in layer cake,N/A,['N/A']
frist center for the visual arts broadway nashville tn,N/A,['N/A']
where does the river dee scotland start and end,N/A,['N/A']
who played the original steve mcgarrett on hawaii five-o,N/A,['N/A']
both the ucr and the ncvs is administered by the u.s. department of ____,N/A,['N/A']
drink from it but it's not a glass,N/A,['N/A']
what year did return of the mack come out,N/A,['N/A']
how does our identity as a multicultural country impact on the following areas,N/A,['N/A']
who is the actor that plays jack in the box,N/A,['N/A']
the xix of the social security act of 1965 established,N/A,['N/A']
who wrote the song if i were a boy,N/A,['N/A']
when was the bridge over the hoover dam built,N/A,['N/A']
total number of schools and colleges in pakistan,N/A,['N/A']
were the villages in florida hit by the hurricane,N/A,['N/A']
who plays auggie in the movie the wonder,N/A,['N/A']
when was the japanese videogame company nintendo founded,N/A,['N/A']
when was half life 2 episode 2 released,N/A,['N/A']
office open xml document (.docx) to pdf,N/A,['N/A']
who proposed the virginia plan at the constitutional convention,N/A,['N/A']
super robot monkey team hyperforce go fighting games,N/A,['N/A']
what is the current population of bora bora,N/A,['N/A']
what was the population of the roman empire at its height,N/A,['N/A']
what does sip stand for in the ngn / ims context,N/A,['N/A']
when was penicillin first introduced to the public,N/A,['N/A']
who does teddy end up with in grey's anatomy,N/A,['N/A']
what channel is celebrity big brother on in the usa,N/A,['N/A']
when was the first electronic cash register invented,N/A,['N/A']
when does the census have to be done by,N/A,['N/A']
who overthrew the mongols and established the ming dynasty,N/A,['N/A']
where does the grapes of wrath take place,N/A,['N/A']
who wrote the declaration of man and citizen,N/A,['N/A']
when did the cowboys start playing on thanksgiving day,N/A,['N/A']
who was the author of the art of war,N/A,['N/A']
where is sinai peninsula located on a map,N/A,['N/A']
what was the first star trek enterprise ship,N/A,['N/A']
star trek the next generation season 3 episode 24,N/A,['N/A']
when was fingerprinting first used by the police,N/A,['N/A']
temptation confessions of a marriage counselor true story,N/A,['N/A']
how long can you keep a prisoner in solitary confinement,N/A,['N/A']
who says the following i like none of the gods who are worshipped at night,N/A,['N/A']
love yourself by justin bieber is about who,N/A,['N/A']
what version of windows 10 is on this computer,N/A,['N/A']
youngest person to be convicted of a crime,N/A,['N/A']
describe homeostasis in relation to blood glucose concentration in humans,N/A,['N/A']
who is credited with founding the scholastic method,N/A,['N/A']
where does the expression scott free come from,N/A,['N/A']
where does the electron transport chain get its electrons from,N/A,['N/A']
when did the ottoman empire surrender in ww1,N/A,['N/A']
sustainable architecture and simulation modelling dublin institute of technology,N/A,['N/A']
what is the transfer speed for sata 1,N/A,['N/A']
where do the blood vessels that supply the retinal cells lie,N/A,['N/A']
how many matches are in a wwe live event,N/A,['N/A']
who wears number 2 for the dallas cowboys,N/A,['N/A']
how many seasons of goliath are there on amazon,N/A,['N/A']
what is the meaning of 4wd in cars,N/A,['N/A']
when does elijah first appear in vampire diaries,N/A,['N/A']
who does the voice of nala in the lion king,N/A,['N/A']
who sings god gave rock and roll to you,N/A,['N/A']
who was in charge of the revolutionary war,N/A,['N/A']
when does the new mlp movie come out,N/A,['N/A']
who made the first spanish landing on the mainland of north america,N/A,['N/A']
what is the ethnic background of the shib sibs,N/A,['N/A']
when does the second season of star crossed come out,N/A,['N/A']
where was the film the remains of the day filmed,N/A,['N/A']
what is the difference between airasia x and airasia,N/A,['N/A']
when did bird is the word come out,N/A,['N/A']
where did the longest siege of the civil war take place,N/A,['N/A']
where was the remake of wake in fright filmed,N/A,['N/A']
who is the actor who plays king joffrey,N/A,['N/A']
who becomes chief of surgery after owen hunt,N/A,['N/A']
the stonewall riot in new york city in 1969 involved a protest by,N/A,['N/A']
what is the processor for google nexus 5,N/A,['N/A']
who sings the best version of the first noel,N/A,['N/A']
where did they film the royal tv series,N/A,['N/A']
puella magi madoka magica when does madoka become a magical girl,N/A,['N/A']
what is the quality of life like in china,N/A,['N/A']
type of disappearing lake found in limestone areas in the west of ireland,N/A,['N/A']
public procurement and disposal of public assets authority (ppda),N/A,['N/A']
the dissolving of huge multinational states like austria-hungary,N/A,['N/A']
who plays the prosecutor on law and order svu,N/A,['N/A']
in which year was led zepplin refused entry into singapore because the band members had long hair,N/A,['N/A']
when were the words under god added to the pledge,N/A,['N/A']
why was germany worried about the alliance between france and russia,N/A,['N/A']
what was vietnam called in the years before world war 2,N/A,['N/A']
when does united states of tara season 4 start,N/A,['N/A']
who discovered africa and what is the meaning of africa,N/A,['N/A']
in passing the all writs act congress gave courts a means of ensuring that,N/A,['N/A']
who does fiona end up with adventure time,N/A,['N/A']
who is directly elected according to the constitution,N/A,['N/A']
what types of organisms go through anaerobic respiration,N/A,['N/A']
what does the number represent in the middle of the wind rose,N/A,['N/A']
when did the lion king start on broadway,N/A,['N/A']
when was the movie the wizard of oz made,N/A,['N/A']
when does the next apollo book come out,N/A,['N/A']
are hash browns and tater tots the same,N/A,['N/A']
what kind of dog is nana in snow dogs,N/A,['N/A']
describe any three features of bretton woods agreement,N/A,['N/A']
who has won the most college football national champions,N/A,['N/A']
who ruled the ottoman empire in the 1500s,N/A,['N/A']
jama otolaryngology head and neck surgery impact factor,N/A,['N/A']
where does the boston post road start and end,N/A,['N/A']
is aluminium a ferrous or non ferrous metal,N/A,['N/A']
who won the king of dance season 2,N/A,['N/A']
what type of aircraft does the navy fly,N/A,['N/A']
what is the main premise behind the marketing concept,N/A,['N/A']
where is lord's prayer found in bible,N/A,['N/A']
did mary kate and ashley share the role of michelle,N/A,['N/A']
how are leaders of the two parties in congress chosen,N/A,['N/A']
the shrine dedicated to the god susa-no-o is located in ise,N/A,['N/A']
2003 world series of poker main event results,N/A,['N/A']
what is the name of the oldest recessional moraine in the huron erie lobe,N/A,['N/A']
where did the last name locklear come from,N/A,['N/A']
three act puccini opera first performed in 1900,N/A,['N/A']
who has a ring of power in lotr,N/A,['N/A']
age of war 2 hands tied behind my back,N/A,['N/A']
philadelphia is known as the city of what,N/A,['N/A']
who is currently serving as president of the senate,N/A,['N/A']
the scorpion king 2 tamil dubbed movie download,N/A,['N/A']
how many mla and mp seats in telangana,N/A,['N/A']
who's running for attorney general in michigan,N/A,['N/A']
what's the largest city park in the united states,N/A,['N/A']
a wrongful or guilty mental state includes the categories of all of the following except,N/A,['N/A']
lemony snicket's a series of unfortunate events hindi,N/A,['N/A']
what year is it for the jewish calendar,N/A,['N/A']
what is the difference between a janitor and a cleaner,N/A,['N/A']
how do chemists use systems and order in their work,N/A,['N/A']
which of the follow statements is true of the eastern orthodox churches,N/A,['N/A']
dutch settlers in south africa were known as boers,N/A,['N/A']
first dynasty to issue gold coins in india,N/A,['N/A']
who played bubba in the heat of the night,N/A,['N/A']
when was the last bear killed in the uk,N/A,['N/A']
baby please don't go because i love you so,N/A,['N/A']
who is the singer of kal ho na ho,N/A,['N/A']
who is the minister of youth in namibia,N/A,['N/A']
who got their start at the comedy store,N/A,['N/A']
why was it important to have illustrated manuscripts of the bible,N/A,['N/A']
where is the diaphragm located on the human body,N/A,['N/A']
where did the crown of thorns starfish come from,N/A,['N/A']
how many double doubles does lebron james have this season,N/A,['N/A']
when does the movie the star come out,N/A,['N/A']
what are the provisions of companies act 2013,N/A,['N/A']
where is emma once upon a time season 7,N/A,['N/A']
who did bette midler portray in the rose,N/A,['N/A']
what is the setting of the story sorry wrong number,N/A,['N/A']
where do they get the hair for a hair transplant,N/A,['N/A']
when was the last time anyone was on the moon,N/A,['N/A']
where does what in the sam hill come from,N/A,['N/A']
how old were jersey shore cast first season,N/A,['N/A']
the vast interior rural area of australia is known as the,N/A,['N/A']
when did they knock down the berlin wall,N/A,['N/A']
where did the battle of freeman's farm take place,N/A,['N/A']
where does the last name fisher originate from,N/A,['N/A']
which of the following words have indian roots,N/A,['N/A']
where is the love meaning of the song,N/A,['N/A']
bee gee new york mining disaster 1941 lyrics,N/A,['N/A']
what type of reaction occurs to form a dipeptide,N/A,['N/A']
who is the masked magician in breaking the magician code,N/A,['N/A']
when did india win their first cricket match,N/A,['N/A']
when does the chinese new year begin and end,N/A,['N/A']
where did the word john doe come from,N/A,['N/A']
who played in the hunchback of notre dame,N/A,['N/A']
who is signed to death row records 2017,N/A,['N/A']
the era of the great mughals began with the accession of,N/A,['N/A']
distributes the powers between union and state government in federation,N/A,['N/A']
which financial statement involves all aspects of the accounting​ equation,N/A,['N/A']
who plays claire underwood on house of cards,N/A,['N/A']
what is bound in heaven will be bound on earth,N/A,['N/A']
how old are the cast of criminal minds,N/A,['N/A']
where did the world's largest recorded wave occur,N/A,['N/A']
when did hyderabad became a part of india,N/A,['N/A']
what does it mean groundhog sees his shadow,N/A,['N/A']
who plays bianca in that's so raven,N/A,['N/A']
where does the last name roberts come from,N/A,['N/A']
where did the idea of mickey mouse come from,N/A,['N/A']
where are the spore containing sori of a fern found,N/A,['N/A']
who dies in transformers revenge of the fallen,N/A,['N/A']
who are the leaders of the jehovah witnesses,N/A,['N/A']
where is the word bible written in the bible,N/A,['N/A']
who played aragorn's son in return of the king,N/A,['N/A']
which church was given a letter in the book of revelation,N/A,['N/A']
do you have to be british to get a cbe,N/A,['N/A']
mandal wise villages list in east godavari district,N/A,['N/A']
what parts make up the peripheral nervous system,N/A,['N/A']
what is the source of electrons during photosynthesis,N/A,['N/A']
the radiographic term used to describe the more radiopaque bone of the socket and septal crest is,N/A,['N/A']
what was life like in canada in 1867,N/A,['N/A']
how long is a uk mobile phone number,N/A,['N/A']
where does the formation of gametes take place,N/A,['N/A']
which superheroes is not a member of the avengers,N/A,['N/A']
who were the two mathematicians that invented calculus,N/A,['N/A']
when can a noun be used as an adjective,N/A,['N/A']
where do red ear slider turtles lay eggs,N/A,['N/A']
when is the new season of wentworth coming out,N/A,['N/A']
what is the idle line voltage in australia,N/A,['N/A']
who challenged the aristotelian model of a geocentric universe,N/A,['N/A']
when was the miraculous journey of edward tulane published,N/A,['N/A']
character in macbeth who is murdered and appears as a ghost,N/A,['N/A']
when was as you like it first performed,N/A,['N/A']
when did the ottoman empire start and end,N/A,['N/A']
which of the following stations has all the three gauges viz. broad metre and narrow,N/A,['N/A']
when did computer become widespread in homes and schools,N/A,['N/A']
who sings the 80 song stay with me,N/A,['N/A']
how many goals have arsenal scored in the premier league,N/A,['N/A']
who proposed that electrons behave like waves and particles,N/A,['N/A']
how many senators are there in the us senate,N/A,['N/A']
phase change from gas to solid is called,N/A,['N/A']
what is the longest english word in the dictionary,N/A,['N/A']
who has the most all star mvp awards,N/A,['N/A']
what percentage of the earth's surface is water,N/A,['N/A']
who wants to be a millionaire new zealand,N/A,['N/A']
where does the last name brock come from,N/A,['N/A']
what is the definition of ph in water,N/A,['N/A']
where does bird's nest soup come from,N/A,['N/A']
where do the neutrons come from in nuclear fission,N/A,['N/A']
how many breeds of pigs are there in the uk,N/A,['N/A']
what is the plot of bendy and the ink machine,N/A,['N/A']
who sang the theme song to that 70s show,N/A,['N/A']
how many episodes are there in high school dxd,N/A,['N/A']
when does the last episode of adventure time air,N/A,['N/A']
who won oscar for best director this month,N/A,['N/A']
when was the first dark tower book published,N/A,['N/A']
when was zero first used in mathematical operations,N/A,['N/A']
what was one reason south carolina gave for its decision to secede from the union,N/A,['N/A']
bad guys age of evil korean drama asianwiki,N/A,['N/A']
magnus chase and the gods of asgard book 1 summary,N/A,['N/A']
who is the original singer of you re going to love me,N/A,['N/A']
who laid the foundation of school of possibilism,N/A,['N/A']
perth is the capital of which australian state,N/A,['N/A']
fc barcelona vs real madrid last 10 matches,N/A,['N/A']
how big is the palace of auburn hills,N/A,['N/A']
how much for a passport in the philippines,N/A,['N/A']
hours of work to be considered full time,N/A,['N/A']
who sang let me tell you about the birds and the bees,N/A,['N/A']
how many members in order of the phoenix,N/A,['N/A']
the secret life of walter mitty james thurber pdf,N/A,['N/A']
it is better to have loved and lost alfred lord tennyson,N/A,['N/A']
who sang step by step in the 80s,N/A,['N/A']
how many original copies of the old testament are there,N/A,['N/A']
you got the look prince and sheena easton official video,N/A,['N/A']
dragon ball z the tree of might part 1,N/A,['N/A']
discuss recall as a process of measuring memory,N/A,['N/A']
when did the modern era of college basketball begin,N/A,['N/A']
who carried the us flag in the 2014 olympics,N/A,['N/A']
census regions and division of the united states,N/A,['N/A']
who has more super bowl wins nfc or afc,N/A,['N/A']
when was the first time the internet was used,N/A,['N/A']
nuclear power plant that blew up in russia,N/A,['N/A']
who is stephanie's mom on the bold and the beautiful,N/A,['N/A']
what are the impacts of world war 2,N/A,['N/A']
when did the celebrities enter the big brother house,N/A,['N/A']
what were the main points of lucknow pact,N/A,['N/A']
why did the vikings venture outside of scandinavia,N/A,['N/A']
who did carolina lose to in the super bowl,N/A,['N/A']
what tectonic setting is responsible for the folded mountains of pennsylvania and the high himalaya,N/A,['N/A']
the father son and holy spirit in latin,N/A,['N/A']
difference between line of sight and non line of sight,N/A,['N/A']
why did britain declare war on france in 1803,N/A,['N/A']
which of this following is not an activity typically performed by robots in the automotive industry,N/A,['N/A']
who is the girl in the stone sour video say you'll haunt me,N/A,['N/A']
consolidated version of the treaty on the functioning of the european union 2012,N/A,['N/A']
where does the phrase rock chalk jayhawk come from,N/A,['N/A']
pop rocks the inside story of america's revolutionary candy,N/A,['N/A']
what kind of bird is in the lion king,N/A,['N/A']
who sings this is the time of my life,N/A,['N/A']
what's the biggest nfl stadium in the united states,N/A,['N/A']
the united states was the first country in the world to employ a system of government,N/A,['N/A']
who sings in cry baby for johnny depp,N/A,['N/A']
where do you think most farming is done in the united states and why,N/A,['N/A']
what does the winner of the rap game get,N/A,['N/A']
when did the red guards start and end,N/A,['N/A']
where did the united states get most of the money to finance the war,N/A,['N/A']
what two events lead america into the conflict what year did they enter,N/A,['N/A']
the spirit catches you and you fall down lee family tree,N/A,['N/A']
what are the layers of the earth and its definition,N/A,['N/A']
what is the difference between dc and marvel characters,N/A,['N/A']
when did the blackout end in world war 2,N/A,['N/A']
what type of database is library literature and information science,N/A,['N/A']
matilda she take me money and run venezuela,N/A,['N/A']
who sang the theme song from russia with love,N/A,['N/A']
who established the idea that microorganisms play a role in disease,N/A,['N/A']
the leadenhall building 122 leadenhall street london ec3v 4ab uk,N/A,['N/A']
can they use recipes on holiday baking championship,N/A,['N/A']
what teams play in spring training in arizona,N/A,['N/A']
where did this case of product tampering occur,N/A,['N/A']
where did the tom turkey get its name,N/A,['N/A']
how many us states are commonwealths and which states are they,N/A,['N/A']
who has the most all ireland hurling medals,N/A,['N/A']
when does snow white find out emma is her daughter,N/A,['N/A']
where is season 3 of the detour filmed,N/A,['N/A']
how many paintings of sunflowers did van gogh paint,N/A,['N/A']
who sings the song amy what you want to do,N/A,['N/A']
who is the actress that plays penny on the big bang theory,N/A,['N/A']
difference in function between rough and smooth endoplasmic reticulum,N/A,['N/A']
who is known as the philippine queen of bossa nova,N/A,['N/A']
mary j blige my life's just fine,N/A,['N/A']
where was the first nfl football game ever played,N/A,['N/A']
when was the last time it snowed in england on christmas day,N/A,['N/A']
who was the father of the princes in the tower,N/A,['N/A']
who is opening for they might be giants,N/A,['N/A']
when did muhammad ali win an olympic gold medal,N/A,['N/A']
when was harry potter and the philosopher's stone made,N/A,['N/A']
a person with a type b lipid profile,N/A,['N/A']
interview of a personal secretary working with doctor or any professional introduction wikipedia,N/A,['N/A']
who votes for nba defensive player of year,N/A,['N/A']
where did dry as a bone come from,N/A,['N/A']
when does thomas rhett's new album come out,N/A,['N/A']
write a detailed note on the foundation of j and k state,N/A,['N/A']
a town in west yorkshire on the river aire home to a rugby league team,N/A,['N/A']
who sings only love can break your heart,N/A,['N/A']
who was assassinated during a visit to sarajevo in bosnia,N/A,['N/A']
surface area in many kinds of organs is important because the amount of surface determines,N/A,['N/A']
when does the sun come up in the summer,N/A,['N/A']
when was the first book made into a movie,N/A,['N/A']
what is the salary of the ceo of microsoft,N/A,['N/A']
what allows chyme to enter the small intestine,N/A,['N/A']
who was the baby in ghost busters 2,N/A,['N/A']
author of the hymn great is thy faithfulness,N/A,['N/A']
three methods for marking animals for mark and recapture sampling,N/A,['N/A']
what is the altitude of the sacred valley in peru,N/A,['N/A']
still crazy after all these years song meaning,N/A,['N/A']
when did the 12 tribes of israel form,N/A,['N/A']
who rides so late through night and wind,N/A,['N/A']
when is this is us season 2 released on dvd,N/A,['N/A']
when do we apply the mixed derivative theorem,N/A,['N/A']
why 26 january is celebrated as republic day in hindi,N/A,['N/A']
what type of rock dominates the earth's surface,N/A,['N/A']
how did the margarita drink get its name,N/A,['N/A']
who wrote the music for the movie hustle and flow,N/A,['N/A']
where was the ark of the covenant built,N/A,['N/A']
when is season 8 for game of thrones,N/A,['N/A']
who sang original i want a hippopotamus for christmas,N/A,['N/A']
the walking dead season 2 episode 12 recap,N/A,['N/A']
what act did parliament pass after the boston tea party,N/A,['N/A']
when is the end of the football season,N/A,['N/A']
who plays spock in the new star trek movies,N/A,['N/A']
which desert covers more land in south america,N/A,['N/A']
who sang na na na hey hey goodbye,N/A,['N/A']
from europe asia and africa to the americas,N/A,['N/A']
where did the symbol for carbon come from,N/A,['N/A']
the 64-bit version of microsoft windows does not support virtual-8086 mode,N/A,['N/A']
statement saying that two mathematical expressions of the same,N/A,['N/A']
certified copy of an entry of birth england,N/A,['N/A']
how many nfl games were played in london,N/A,['N/A']
what is alpha centauri's approximate distance from earth,N/A,['N/A']
when did the ouija board game come out,N/A,['N/A']
chronemics is a temporal factor that considers issues of time,N/A,['N/A']
the persian gulf war in 1991 came about because of invaded which of the following,N/A,['N/A']
who said i will not go quietly into the night,N/A,['N/A']
when is the new keeping up with the kardashians airing,N/A,['N/A']
why was medicare part c put into effect,N/A,['N/A']
who wins america's next top model cycle 20,N/A,['N/A']
where can schedule 2 and 3 substances be sold,N/A,['N/A']
what is the zebras name in peppa pig,N/A,['N/A']
how did change in the economic structure of the us promote immigration in the late 20th century,N/A,['N/A']
what is the role of the hse inspectorate,N/A,['N/A']
how old was zuko when he got his scar,N/A,['N/A']
what was the wall street crash in 1929,N/A,['N/A']
who has won the most olympic medals in curling,N/A,['N/A']
who played david on the assassination of gianni versace,N/A,['N/A']
did anyone survive the volcano eruption in pompeii,N/A,['N/A']
in the little mermaid how did ariel's mom die,N/A,['N/A']
who sang oh annie i not your daddy,N/A,['N/A']
all the gases in the earth's atmosphere,N/A,['N/A']
why is relative atomic mass relative to carbon 12,N/A,['N/A']
where does the last name galvez come from,N/A,['N/A']
where does the path train stop in newark,N/A,['N/A']
on which river did the exploration of the louisiana purchase begin,N/A,['N/A']
where did the last name taylor originate from,N/A,['N/A']
who won the election of 1920 and why,N/A,['N/A']
how many seasons of blindspot are on hulu,N/A,['N/A']
do you feel me anthony hamilton lyrics meaning,N/A,['N/A']
when does planet of the apes come out 2017,N/A,['N/A']
how does the word crucible related to the book crucible,N/A,['N/A']
who was the oldest figure skater in the olympics,N/A,['N/A']
when was the first time lebron went to the finals,N/A,['N/A']
who made chocolatl and how was it made,N/A,['N/A']
who wrote it's gonna take a lot of love,N/A,['N/A']
where were all of the early english settlements located,N/A,['N/A']
who plays the voice of john smith in pocahontas,N/A,['N/A']
who was the mexican commander who surrendered to the texans at the capturing of san antonio,N/A,['N/A']
distance from one side of a bridge to the other crossword,N/A,['N/A']
what is the primary purpose for adding flash elements to a website,N/A,['N/A']
where is the island in and then there were none,N/A,['N/A']
are dominant parties more dependent on their base,N/A,['N/A']
who sings ride with me with florida georgia line,N/A,['N/A']
carrying a gun in your car in tennessee,N/A,['N/A']
who played the detective in little boy blue,N/A,['N/A']
when do they put the rockefeller tree up,N/A,['N/A']
bet i can make you squeal like a piggy rugrats,N/A,['N/A']
what kind of guns were used in the korean war,N/A,['N/A']
the taxable resources of a government jurisdiction are known as,N/A,['N/A']
what do you say when you win bingo,N/A,['N/A']
port did not gain an international reputation for quality until after portugal joined the eu in 1986,N/A,['N/A']
who is the head of parliament in uk,N/A,['N/A']
when is the next series of the dumping ground coming out,N/A,['N/A']
a la bom bom ba ra ra ra,N/A,['N/A']
a great advantage of object oriented database management systems is their easy of learning,N/A,['N/A']
which term means the study of the nature and causes of disease,N/A,['N/A']
where does the expression red tape come from,N/A,['N/A']
what are the main types of meat eaten in the uk,N/A,['N/A']
song jack and jill went up the hill,N/A,['N/A']
who played pink in pink floyd the wall,N/A,['N/A']
what is creed with arms wide open about,N/A,['N/A']
when was the original stephen king it movie made,N/A,['N/A']
where is fulda and what is its significance,N/A,['N/A']
when does the tv show intervention come on,N/A,['N/A']
what stations in seattle are owned by sinclair,N/A,['N/A']
when did the smoking ban in public places start,N/A,['N/A']
